,s.no,latitude,longitude,kelp_biomass_kg_2025,kelp_biomass_kg_past_2015,Temperature ,Salinity level,Ocean Current ,compass_score
3805,3805,36.54748874,-121.9383483,683,0,18.453,35.817,0.156,0.4128
3806,3806,36.54775914,-121.9383446,658,0,10.037,34.135,0.16,0.2091
3807,3807,36.54857036,-121.9383335,104,0,7.456,34.915,0.155,0.1759
3808,3808,36.55208565,-121.9382855,1182,0,17.922,33.789,0.201,0.3743
3809,3809,36.55235606,-121.9382818,1898,0,15.711,34.7,0.15,0.3285
3810,3810,36.55262647,-121.9382781,844,0,15.346,35.332,0.198,0.3612
3811,3811,36.55370809,-121.9382633,883,0,16.376,34.841,0.096,0.318
3812,3812,36.55749379,-121.9382115,0,192,11.208,37.226,0.282,0.7201
3813,3813,36.55776419,-121.9382078,0,153,12.244,33.781,0.191,0.6087
3814,3814,36.56100907,-121.9381634,286,0,10.601,34.439,0.19,0.2427
3815,3815,36.56127948,-121.9381597,217,0,10.737,33.415,0.178,0.2137
3816,3816,36.56154988,-121.938156,388,501,18.696,35.502,0.156,0.4886
3817,3817,36.51909296,-121.9384014,712,0,11.498,34.604,0.314,0.3262
3818,3818,36.52017459,-121.9383866,0,170,16.153,34.023,0.214,0.7022
3819,3819,36.52287867,-121.9383497,0,938,14.812,33.748,0.144,0.6343
3820,3820,36.52314908,-121.938346,0,1290,13.809,33.768,0.193,0.6398
3821,3821,36.52368989,-121.9383386,0,1514,10.906,35.159,0.235,0.6391
3822,3822,36.5239603,-121.9383349,113,1678,8.945,36.616,0.289,0.6408
3823,3823,36.5418072,-121.9380909,0,277,24.051,33.765,0.161,0.8121
3824,3824,36.54207761,-121.9380872,0,1032,15.206,35.646,0.231,0.7329
3825,3825,36.54234802,-121.9380835,0,1437,15.604,33.867,0.183,0.6721
3826,3826,36.54261843,-121.9380798,0,1079,9.769,34.629,0.227,0.5997
3827,3827,36.54288883,-121.9380761,0,578,16.431,35.399,0.239,0.7545
3828,3828,36.54451128,-121.9380539,0,172,16.346,35.398,0.252,0.7593
3829,3829,36.54478168,-121.9380502,0,414,13.925,34.711,0.261,0.6996
3830,3830,36.54505209,-121.9380465,0,1350,17.68,33.682,0.144,0.6884
3831,3831,36.5453225,-121.9380428,0,2187,14.582,33.543,0.264,0.6847
3832,3832,36.5455929,-121.9380391,0,1227,10.66,35.603,0.178,0.6169
3833,3833,36.54586331,-121.9380354,0,908,20.88,34.342,0.115,0.7526
3834,3834,36.54613372,-121.9380317,0,448,12.833,35.395,0.126,0.628
3835,3835,36.54640412,-121.938028,0,330,13.197,35.608,0.105,0.6299
3836,3836,36.54748575,-121.9380132,668,0,16.366,35.041,0.271,0.4103
3837,3837,36.54775616,-121.9380095,521,0,15.684,34.878,0.191,0.353
3838,3838,36.54802657,-121.9380058,118,0,16.807,34.328,0.241,0.3861
3839,3839,36.54829697,-121.9380021,114,0,19.953,35.172,0.206,0.4508
3840,3840,36.55532755,-121.9379059,123,0,17.001,34.305,0.241,0.3893
3841,3841,36.56127649,-121.9378245,114,0,13.671,35.201,0.351,0.4014
3842,3842,36.52152365,-121.9380331,143,0,17.151,35.466,0.234,0.4177
3843,3843,36.52179406,-121.9380294,123,182,14.05,31.583,0.152,0.3328
3844,3844,36.52206446,-121.9380257,618,221,15.71,33.407,0.216,0.3292
3845,3845,36.52233487,-121.938022,148,241,15.658,32.313,0.189,0.4224
3846,3846,36.5231461,-121.9380109,0,637,13.213,36.881,0.11,0.6645
3847,3847,36.52368691,-121.9380035,0,790,10.157,33.539,0.156,0.5445
3848,3848,36.52395732,-121.9379998,136,1467,15.791,34.823,0.252,0.7017
3849,3849,36.54126341,-121.9377632,0,212,14.904,36.58,0.225,0.7474
3850,3850,36.54153381,-121.9377595,0,736,11.784,33.24,0.141,0.5612
3851,3851,36.54180422,-121.9377558,0,1696,6.84,34.945,0.215,0.5447
3852,3852,36.54207463,-121.9377521,0,1437,15.42,34.986,0.22,0.715
3853,3853,36.54234503,-121.9377484,0,1044,12.714,34.756,0.208,0.6507
3854,3854,36.54261544,-121.9377447,0,722,14.154,34.753,0.175,0.6621
3855,3855,36.54288585,-121.937741,0,1031,16.9,37.15,0.206,0.7909
3856,3856,36.54315626,-121.9377373,0,1208,16.718,33.399,0.215,0.6981
3857,3857,36.54342666,-121.9377336,0,743,13.946,32.379,0.204,0.6132
3858,3858,36.5447787,-121.9377151,0,384,15.711,33.803,0.186,0.6741
3859,3859,36.54531951,-121.9377077,0,664,12.939,33.939,0.222,0.6416
3860,3860,36.54558992,-121.937704,0,466,18.744,34.899,0.235,0.785
3861,3861,36.54586033,-121.9377003,0,572,11.482,34.682,0.168,0.6049
3862,3862,36.54613073,-121.9376966,0,372,14.279,35.789,0.207,0.7064
3863,3863,36.54721236,-121.9376818,0,201,14.693,35.159,0.308,0.7492
3864,3864,36.54748277,-121.9376781,697,0,12.167,35.471,0.208,0.3079
3865,3865,36.54802358,-121.9376707,687,0,9.811,35.804,0.237,0.2849
3866,3866,36.54829399,-121.937667,585,0,8.504,35.652,0.108,0.1912
3867,3867,36.55099806,-121.93763,0,172,10.614,33.997,0.137,0.5554
3868,3868,36.55478375,-121.9375781,933,277,15.919,36.743,0.137,0.3772
3869,3869,36.55505416,-121.9375744,2295,442,17.456,34.273,0.145,0.3493
3870,3870,36.55532456,-121.9375707,3367,619,13.282,32.642,0.206,0.2579
3871,3871,36.55559497,-121.937567,1761,369,11.151,34.629,0.209,0.2676
3872,3872,36.55586537,-121.9375633,707,0,12.809,34.395,0.188,0.2835
3873,3873,36.55613578,-121.9375596,564,0,18.724,34.533,0.16,0.388
3874,3874,36.55640619,-121.9375559,1301,0,8.887,35.17,0.162,0.2136
3875,3875,36.55667659,-121.9375522,247,0,18.789,33.596,0.171,0.3713
3876,3876,36.55802863,-121.9375337,0,195,16.112,35.795,0.245,0.7612
3877,3877,36.55883985,-121.9375226,0,136,16.044,35.417,0.244,0.7499
3878,3878,36.56154391,-121.9374856,0,266,10.731,33.242,0.169,0.5548
3879,3879,36.56181431,-121.9374819,163,371,14.058,33.845,0.109,0.4508
3880,3880,36.52179107,-121.9376944,541,1036,15.984,33.777,0.228,0.517
3881,3881,36.52395434,-121.9376648,0,212,12.838,32.61,0.245,0.6179
3882,3882,36.52449515,-121.9376574,0,597,14.323,36.403,0.214,0.7261
3883,3883,36.54126042,-121.9374281,0,924,19.559,33.549,0.153,0.7261
3884,3884,36.54153083,-121.9374244,0,1201,14.102,35.305,0.126,0.6504
3885,3885,36.54180123,-121.9374207,0,1373,14.235,35.635,0.188,0.6922
3886,3886,36.54207164,-121.937417,0,938,13.388,35.554,0.21,0.6847
3887,3887,36.54234205,-121.9374133,0,967,13.881,35.601,0.192,0.6865
3888,3888,36.54261246,-121.9374096,0,1725,16.242,34.372,0.168,0.6897
3889,3889,36.54288286,-121.9374059,0,1914,15.882,35.09,0.158,0.6956
3890,3890,36.54315327,-121.9374022,0,2560,10.939,35.028,0.244,0.641
3891,3891,36.54342368,-121.9373985,0,1894,13.833,34.87,0.243,0.6928
3892,3892,36.54369408,-121.9373948,0,693,14.709,35.774,0.167,0.6944
3893,3893,36.54612775,-121.9373614,0,359,11.832,34.213,0.115,0.5734
3894,3894,36.54639815,-121.9373577,0,143,16.503,34.285,0.193,0.7051
3895,3895,36.54693897,-121.9373503,0,113,9.935,34.18,0.143,0.5497
3896,3896,36.54720937,-121.9373466,99,236,19.087,33.946,0.231,0.619
3897,3897,36.54747978,-121.9373429,916,0,17.1,34.109,0.281,0.4063
3898,3898,36.55072466,-121.9372985,0,219,13.844,34.577,0.237,0.6827
3899,3899,36.55099507,-121.9372948,0,625,12.905,35.05,0.123,0.6192
3900,3900,36.55126548,-121.9372911,0,230,11.681,35.123,0.158,0.6148
3901,3901,36.55261751,-121.9372726,0,244,15.402,35.4,0.155,0.6925
3902,3902,36.55288792,-121.9372689,0,598,19.178,33.508,0.266,0.7742
3903,3903,36.55315832,-121.9372652,0,950,15.069,34.917,0.267,0.73
3904,3904,36.55342873,-121.9372615,0,303,13.801,35.328,0.2,0.6821
3905,3905,36.55451036,-121.9372467,982,183,14.271,34.647,0.193,0.3207
3906,3906,36.55478076,-121.937243,3338,313,19.28,34.474,0.252,0.4433
3907,3907,36.55505117,-121.9372393,4063,418,12.655,34.673,0.27,0.3284
3908,3908,36.55532157,-121.9372356,3460,850,22.28,35.077,0.259,0.5202
3909,3909,36.55559198,-121.9372319,2055,648,15.247,34.465,0.279,0.3782
3910,3910,36.55586239,-121.9372282,1712,635,17.301,35.784,0.206,0.4146
3911,3911,36.55613279,-121.9372245,1590,303,14.376,33.697,0.165,0.285
3912,3912,36.5564032,-121.9372207,1216,303,12.159,36.095,0.211,0.3249
3913,3913,36.55667361,-121.937217,1202,0,12.429,34.661,0.271,0.3243
3914,3914,36.55802564,-121.9371985,0,133,9.186,34.029,0.177,0.5484
3915,3915,36.55991848,-121.9371726,0,183,10.233,34.219,0.173,0.5715
3916,3916,36.56018889,-121.9371689,0,192,18.154,34.642,0.201,0.7501
3917,3917,36.56100011,-121.9371578,252,0,14.843,34.416,0.255,0.3571
3918,3918,36.56127051,-121.9371541,0,212,8.372,34.782,0.141,0.5334
3919,3919,36.56154092,-121.9371504,0,288,15.359,35.651,0.224,0.7325
3920,3920,36.56181133,-121.9371467,0,336,18.364,31.02,0.202,0.6761
3921,3921,36.63860618,-121.9360926,0,376,13.612,34.506,0.067,0.5914
3922,3922,36.63887658,-121.9360889,0,229,16.374,32.289,0.284,0.6982
3923,3923,36.51935441,-121.9373926,0,207,5.625,33.208,0.117,0.4286
3924,3924,36.52016564,-121.9373815,148,242,12.548,35.58,0.124,0.412
3925,3925,36.52151768,-121.9373631,0,560,13.198,34.519,0.314,0.7072
3926,3926,36.52422176,-121.9373261,524,231,11.88,33.838,0.144,0.2295
3927,3927,36.52449217,-121.9373224,0,230,17.584,35.222,0.188,0.747
3928,3928,36.54098703,-121.9370967,0,462,17.634,34.382,0.182,0.724
3929,3929,36.54125743,-121.937093,0,717,14.348,34.596,0.19,0.6694
3930,3930,36.54152784,-121.9370893,0,772,16.085,34.241,0.22,0.7093
3931,3931,36.54179825,-121.9370856,0,813,9.813,33.994,0.254,0.5982
3932,3932,36.54206865,-121.9370818,0,649,20.086,33.956,0.171,0.7555
3933,3933,36.54233906,-121.9370781,0,914,12.336,35.438,0.265,0.6889
3934,3934,36.54260947,-121.9370744,0,1042,16.7,34.997,0.249,0.7547
3935,3935,36.54287988,-121.9370707,0,635,12.269,33.161,0.175,0.5856
3936,3936,36.54315028,-121.937067,0,1316,13.397,35.628,0.209,0.6863
3937,3937,36.54342069,-121.9370633,0,1203,14.258,34.236,0.176,0.6517
3938,3938,36.5436911,-121.9370596,0,431,19.906,34.854,0.134,0.756
3939,3939,36.54612476,-121.9370263,0,167,9.443,32.901,0.25,0.5617
3940,3940,36.54639517,-121.9370226,0,216,26.797,33.903,0.159,0.8146
3941,3941,36.54666557,-121.9370189,0,213,16.488,35.537,0.243,0.7611
3942,3942,36.54747679,-121.9370078,237,0,17.147,33.438,0.192,0.3459
3943,3943,36.5477472,-121.9370041,0,113,9.552,33.787,0.16,0.541
3944,3944,36.54801761,-121.9370004,109,473,12.821,35.319,0.2,0.5822
3945,3945,36.54909923,-121.9369856,0,219,14.596,33.741,0.139,0.6274
3946,3946,36.54936964,-121.9369819,0,183,16.047,34.589,0.24,0.7273
3947,3947,36.54964005,-121.9369782,0,242,16.749,32.724,0.277,0.7128
3948,3948,36.54991045,-121.9369745,0,195,16.329,35.576,0.17,0.7225
3949,3949,36.55072167,-121.9369634,0,230,11.601,35.259,0.196,0.6356
3950,3950,36.55099208,-121.9369597,0,254,19.148,34.174,0.128,0.7212
3951,3951,36.55126249,-121.936956,0,242,18.313,35.019,0.265,0.7946
3952,3952,36.55288493,-121.9369337,0,671,16.057,34.604,0.201,0.7084
3953,3953,36.55315533,-121.93693,0,391,14.037,34.038,0.072,0.5904
3954,3954,36.55342574,-121.9369263,0,391,15.278,37.101,0.183,0.7467
3955,3955,36.55369615,-121.9369226,0,288,14.71,33.913,0.177,0.6529
3956,3956,36.55423696,-121.9369152,118,0,19.061,33.632,0.088,0.336
3957,3957,36.55450737,-121.9369115,1320,183,14.28,34.879,0.176,0.3182
3958,3958,36.55477777,-121.9369078,1932,289,9.603,36.965,0.155,0.2689
3959,3959,36.55504818,-121.9369041,2594,455,13.228,35.923,0.216,0.3438
3960,3960,36.55531859,-121.9369004,2070,360,13.809,33.172,0.13,0.2434
3961,3961,36.55558899,-121.9368967,1403,0,12.592,33.708,0.337,0.3366
3962,3962,36.5558594,-121.936893,1506,759,15.453,33.215,0.087,0.2549
3963,3963,36.55612981,-121.9368893,1413,743,17.071,34.831,0.218,0.3923
3964,3964,36.55991549,-121.9368374,0,241,13.29,34.558,0.172,0.6389
3965,3965,36.5601859,-121.9368337,138,364,16.549,35.856,0.211,0.6215
3966,3966,36.56045631,-121.93683,158,221,11.937,34.731,0.236,0.3987
3967,3967,36.56072671,-121.9368263,138,241,15.578,33.774,0.147,0.4509
3968,3968,36.56099712,-121.9368226,118,221,13.821,33.967,0.177,0.4501
3969,3969,36.56126753,-121.9368189,104,242,17.971,34.576,0.154,0.571
3970,3970,36.56180834,-121.9368115,143,391,19.144,34.555,0.165,0.6212
3971,3971,36.56207874,-121.9368078,182,371,14.326,35.309,0.185,0.5126
3972,3972,36.56234915,-121.9368041,0,336,14.641,33.79,0.175,0.6475
3973,3973,36.63860318,-121.9357571,0,361,14.076,33.815,0.242,0.6706
3974,3974,36.63887358,-121.9357534,0,229,11.804,34.832,0.207,0.6344
3975,3975,36.52151469,-121.937028,0,378,18.265,33.812,0.18,0.721
3976,3976,36.52394837,-121.9369947,242,360,12.69,34.038,0.132,0.359
3977,3977,36.52421877,-121.936991,468,590,15.775,34.78,0.187,0.4227
3978,3978,36.54044322,-121.936769,0,160,15.763,34.349,0.239,0.7153
3979,3979,36.54071363,-121.9367653,0,719,14.283,36.981,0.173,0.7193
3980,3980,36.54098404,-121.9367615,0,727,13.849,36.922,0.11,0.6779
3981,3981,36.54125445,-121.9367578,0,555,13.042,33.74,0.093,0.5741
3982,3982,36.54152485,-121.9367541,0,508,11.919,37.311,0.162,0.6761
3983,3983,36.54179526,-121.9367504,0,584,14.493,32.744,0.157,0.6095
3984,3984,36.54206567,-121.9367467,0,659,16.658,35.15,0.181,0.7237
3985,3985,36.54233607,-121.936743,0,1213,12.706,34.945,0.147,0.6247
3986,3986,36.54260648,-121.9367393,0,1199,16.717,35.023,0.204,0.7332
3987,3987,36.54287689,-121.9367356,0,374,9.517,35.034,0.29,0.6365
3988,3988,36.54314729,-121.9367319,0,437,13.056,34.011,0.261,0.6652
3989,3989,36.5434177,-121.9367282,0,926,15.113,32.996,0.211,0.6548
3990,3990,36.54666258,-121.9366838,0,125,18.553,35.061,0.316,0.8258
3991,3991,36.54774421,-121.936669,0,242,11.38,36.219,0.15,0.6323
3992,3992,36.54801462,-121.9366653,0,855,12.004,34.676,0.217,0.6394
3993,3993,36.54828503,-121.9366616,0,537,11.598,34.735,0.188,0.6184
3994,3994,36.54882584,-121.9366541,0,136,13.534,33.593,0.157,0.612
3995,3995,36.54909625,-121.9366504,0,732,13.652,33.731,0.129,0.6038
3996,3996,36.54936665,-121.9366467,0,726,18.567,34.961,0.127,0.7291
3997,3997,36.54963706,-121.936643,0,632,10.642,33.311,0.065,0.5028
3998,3998,36.54990747,-121.9366393,0,242,11.896,35.09,0.291,0.6846
3999,3999,36.55017787,-121.9366356,0,230,15.566,34.356,0.129,0.6566
4000,4000,36.55044828,-121.9366319,0,219,17.295,35.108,0.181,0.735
4001,4001,36.55071869,-121.9366282,0,183,13.085,32.583,0.333,0.6661
4002,4002,36.55180031,-121.9366134,0,355,19.412,35.252,0.154,0.7663
4003,4003,36.55207072,-121.9366097,0,449,9.037,34.667,0.146,0.546
4004,4004,36.55342275,-121.9365912,0,420,12.034,34.031,0.14,0.5853
4005,4005,36.55369316,-121.9365875,0,1591,16.267,33.084,0.202,0.675
4006,4006,36.55396357,-121.9365837,927,332,14.057,34.526,0.283,0.3585
4007,4007,36.55423397,-121.93658,932,183,16.643,33.505,0.178,0.3308
4008,4008,36.55450438,-121.9365763,1613,384,15.682,34.158,0.274,0.3764
4009,4009,36.55477478,-121.9365726,2506,277,8.744,32.248,0.173,0.1433
4010,4010,36.55504519,-121.9365689,2046,336,12.637,35.172,0.19,0.3006
4011,4011,36.5553156,-121.9365652,1305,336,15.943,34.751,0.243,0.3808
4012,4012,36.555586,-121.9365615,937,170,18.33,32.128,0.204,0.3422
4013,4013,36.55585641,-121.9365578,496,0,12.894,37.244,0.224,0.3744
4014,4014,36.55693804,-121.936543,202,0,12.38,34.813,0.202,0.2926
4015,4015,36.55720844,-121.9365393,0,230,12.707,34.767,0.197,0.6453
4016,4016,36.55829007,-121.9365245,0,726,9.63,34.068,0.256,0.5975
4017,4017,36.55856047,-121.9365208,0,202,15.079,34.494,0.168,0.6701
4018,4018,36.55883088,-121.936517,0,363,11.513,34.938,0.221,0.6384
4019,4019,36.56018291,-121.9364985,216,0,13.999,34.715,0.19,0.3156
4020,4020,36.56045332,-121.9364948,344,231,11.194,34.259,0.216,0.2627
4021,4021,36.56072372,-121.9364911,526,241,10.55,33.793,0.208,0.2345
4022,4022,36.56099413,-121.9364874,241,254,13.813,34.685,0.277,0.3727
4023,4023,36.56153494,-121.93648,394,0,14.8,34.0,0.243,0.3398
4024,4024,36.56180535,-121.9364763,1330,773,14.733,34.146,0.244,0.3427
4025,4025,36.63914099,-121.9354141,113,0,12.629,34.412,0.212,0.2924
4026,4026,36.63941139,-121.9354104,371,0,15.513,34.018,0.192,0.3286
4027,4027,36.5212413,-121.9366967,0,1642,17.525,36.223,0.192,0.7729
4028,4028,36.52151171,-121.936693,0,1491,12.67,35.94,0.099,0.6249
4029,4029,36.52394538,-121.9366597,508,958,21.091,35.116,0.215,0.6405
4030,4030,36.52421579,-121.936656,113,1036,10.674,33.514,0.249,0.5623
4031,4031,36.53881779,-121.9364561,0,251,19.253,34.535,0.188,0.7623
4032,4032,36.53962901,-121.936445,0,613,13.361,36.339,0.204,0.7008
4033,4033,36.53989942,-121.9364413,0,907,10.662,35.217,0.17,0.6033
4034,4034,36.54016983,-121.9364376,0,997,15.056,34.378,0.222,0.6938
4035,4035,36.54044024,-121.9364338,0,1391,13.581,33.349,0.153,0.6049
4036,4036,36.54071064,-121.9364301,0,1220,13.95,34.29,0.234,0.6761
4037,4037,36.54098105,-121.9364264,0,602,12.517,34.464,0.223,0.647
4038,4038,36.54125146,-121.9364227,0,399,12.916,34.325,0.18,0.6298
4039,4039,36.54152186,-121.936419,0,531,8.199,33.635,0.116,0.4889
4040,4040,36.54179227,-121.9364153,0,703,14.365,35.226,0.142,0.6615
4041,4041,36.54206268,-121.9364116,0,1399,12.631,34.555,0.216,0.648
4042,4042,36.54233309,-121.9364079,0,1351,10.682,35.881,0.119,0.5948
4043,4043,36.54260349,-121.9364042,0,595,16.299,35.181,0.267,0.7605
4044,4044,36.54314431,-121.9363968,0,604,18.418,35.192,0.191,0.764
4045,4045,36.54341471,-121.9363931,0,1532,16.024,35.102,0.197,0.7182
4046,4046,36.54368512,-121.9363894,0,113,12.367,33.345,0.135,0.5721
4047,4047,36.54720041,-121.9363412,0,524,14.644,31.697,0.199,0.6072
4048,4048,36.54747082,-121.9363375,0,154,14.316,33.093,0.25,0.6612
4049,4049,36.54774122,-121.9363338,0,172,17.132,34.239,0.196,0.7177
4050,4050,36.54801163,-121.9363301,0,774,15.342,34.593,0.261,0.7242
4051,4051,36.54828204,-121.9363264,0,402,20.555,34.092,0.116,0.7405
4052,4052,36.54882285,-121.936319,0,183,16.65,34.885,0.085,0.6689
4053,4053,36.54909326,-121.9363153,0,396,16.007,32.793,0.177,0.6501
4054,4054,36.54936366,-121.9363116,0,496,14.032,32.613,0.194,0.6157
4055,4055,36.54963407,-121.9363079,0,472,13.34,35.51,0.167,0.6612
4056,4056,36.54990448,-121.9363042,0,390,19.079,34.014,0.141,0.7224
4057,4057,36.55017488,-121.9363005,0,414,13.323,32.343,0.169,0.5827
4058,4058,36.55044529,-121.9362968,0,289,8.326,33.995,0.179,0.5318
4059,4059,36.5507157,-121.9362931,0,242,16.591,34.51,0.155,0.6934
4060,4060,36.55179732,-121.9362782,0,590,14.77,34.659,0.209,0.6887
4061,4061,36.55206773,-121.9362745,0,148,17.924,34.418,0.222,0.7505
4062,4062,36.55287895,-121.9362634,809,0,17.072,35.13,0.188,0.3848
4063,4063,36.55314936,-121.9362597,809,200,15.308,33.659,0.174,0.3067
4064,4064,36.55341976,-121.936256,634,502,12.023,34.965,0.161,0.269
4065,4065,36.55369017,-121.9362523,1089,657,12.0,34.998,0.18,0.2788
4066,4066,36.55396058,-121.9362486,1344,502,16.791,34.491,0.101,0.3198
4067,4067,36.55423098,-121.9362449,1991,324,14.732,33.89,0.161,0.2948
4068,4068,36.55450139,-121.9362412,2378,277,11.415,32.234,0.196,0.2064
4069,4069,36.55477179,-121.9362375,2427,289,12.774,35.782,0.239,0.343
4070,4070,36.5550422,-121.9362338,1785,277,14.229,34.624,0.222,0.3338
4071,4071,36.55531261,-121.9362301,1085,313,5.496,36.859,0.106,0.162
4072,4072,36.55558301,-121.9362263,559,192,13.331,35.451,0.184,0.318
4073,4073,36.55585342,-121.9362226,0,125,11.345,34.671,0.161,0.5984
4074,4074,36.55666464,-121.9362115,0,598,12.706,33.773,0.235,0.6394
4075,4075,36.55693505,-121.9362078,1085,1272,13.717,34.494,0.107,0.3146
4076,4076,36.55720545,-121.9362041,937,478,9.501,34.585,0.23,0.2449
4077,4077,36.55801667,-121.936193,0,177,13.665,35.316,0.188,0.6732
4078,4078,36.55828708,-121.9361893,0,487,10.115,33.413,0.27,0.5976
4079,4079,36.55855748,-121.9361856,0,555,11.829,35.939,0.273,0.6955
4080,4080,36.55882789,-121.9361819,0,973,13.216,35.87,0.218,0.6933
4081,4081,36.56045033,-121.9361596,187,0,13.508,33.751,0.142,0.258
4082,4082,36.56072073,-121.9361559,433,0,13.78,35.727,0.195,0.3392
4083,4083,36.56099114,-121.9361522,472,0,16.669,35.149,0.2,0.3834
4084,4084,36.56126155,-121.9361485,133,0,19.219,35.867,0.21,0.4559
4085,4085,36.56180236,-121.9361411,776,403,11.442,34.889,0.204,0.2773
4086,4086,36.63886759,-121.9350823,183,0,15.178,34.358,0.204,0.3366
4087,4087,36.63913799,-121.9350786,559,0,8.819,35.862,0.146,0.2216
4088,4088,36.63940839,-121.9350749,383,0,13.335,36.233,0.256,0.3737
4089,4089,36.52367198,-121.9363284,182,336,14.394,34.287,0.202,0.479
4090,4090,36.52394239,-121.9363247,207,423,14.616,33.601,0.165,0.466
4091,4091,36.5242128,-121.936321,113,0,14.565,34.994,0.076,0.2766
4092,4092,36.53800358,-121.9361321,0,113,9.267,34.86,0.207,0.5857
4093,4093,36.53827399,-121.9361284,0,391,14.762,34.263,0.137,0.6427
4094,4094,36.5385444,-121.9361247,0,494,21.216,35.561,0.176,0.8201
4095,4095,36.5388148,-121.936121,0,508,12.385,36.7,0.186,0.6819
4096,4096,36.53908521,-121.9361173,0,405,10.477,33.964,0.14,0.5534
4097,4097,36.53935562,-121.9361136,0,790,12.793,35.065,0.154,0.6329
4098,4098,36.53962602,-121.9361099,0,266,14.198,34.309,0.043,0.5894
4099,4099,36.53989643,-121.9361062,0,413,14.265,35.11,0.222,0.6967
4100,4100,36.54016684,-121.9361024,0,1095,17.014,33.377,0.183,0.6873
4101,4101,36.54043725,-121.9360987,0,762,18.53,34.818,0.225,0.7738
4102,4102,36.54070765,-121.936095,0,472,13.626,34.44,0.239,0.676
4103,4103,36.54097806,-121.9360913,0,484,16.718,34.101,0.185,0.7007
4104,4104,36.54124847,-121.9360876,0,320,15.384,34.603,0.205,0.6973
4105,4105,36.54151887,-121.9360839,0,163,16.505,33.248,0.245,0.7052
4106,4106,36.54178928,-121.9360802,0,1335,12.393,34.558,0.203,0.637
4107,4107,36.54205969,-121.9360765,0,1972,14.175,35.38,0.155,0.6682
4108,4108,36.5423301,-121.9360728,0,340,12.809,36.075,0.181,0.672
4109,4109,36.54314132,-121.9360617,0,310,13.921,34.567,0.153,0.6419
4110,4110,36.54341172,-121.936058,0,1443,13.341,35.896,0.231,0.7029
4111,4111,36.54368213,-121.9360543,0,160,14.222,35.134,0.187,0.6789
4112,4112,36.54719742,-121.9360061,0,339,12.755,34.882,0.285,0.6931
4113,4113,36.54746783,-121.9360024,0,371,19.408,35.507,0.159,0.7751
4114,4114,36.54773823,-121.9359987,0,136,18.74,34.685,0.186,0.7551
4115,4115,36.54800864,-121.935995,0,288,14.906,35.242,0.246,0.7244
4116,4116,36.54827905,-121.9359913,0,183,10.648,34.103,0.225,0.6027
4117,4117,36.54854945,-121.9359876,0,644,14.32,35.403,0.15,0.6691
4118,4118,36.54881986,-121.9359839,0,425,13.348,32.295,0.306,0.6505
4119,4119,36.54936067,-121.9359764,0,242,16.586,33.035,0.117,0.6374
4120,4120,36.54963108,-121.9359727,0,266,10.543,33.431,0.174,0.5583
4121,4121,36.54990149,-121.935969,0,289,11.953,35.089,0.125,0.6027
4122,4122,36.55017189,-121.9359653,0,301,15.127,33.629,0.166,0.6484
4123,4123,36.5504423,-121.9359616,0,182,18.996,33.585,0.173,0.726
4124,4124,36.55071271,-121.9359579,0,202,12.595,32.266,0.119,0.5416
4125,4125,36.55098311,-121.9359542,0,160,18.076,34.478,0.275,0.7815
4126,4126,36.55179433,-121.9359431,0,172,15.282,32.904,0.179,0.6398
4127,4127,36.55395758,-121.9359134,496,0,15.507,35.527,0.212,0.3763
4128,4128,36.55422799,-121.9359097,2461,289,11.58,34.207,0.227,0.2744
4129,4129,36.5544984,-121.935906,2696,277,14.768,33.871,0.307,0.368
4130,4130,36.5547688,-121.9359023,2251,230,15.283,34.372,0.196,0.335
4131,4131,36.55503921,-121.9358986,1722,289,13.891,33.464,0.196,0.2853
4132,4132,36.55530962,-121.9358949,639,0,16.611,34.853,0.227,0.3884
4133,4133,36.55558002,-121.9358912,707,178,15.923,33.591,0.294,0.3769
4134,4134,36.55693205,-121.9358726,133,160,18.284,33.463,0.239,0.4512
4135,4135,36.55720246,-121.9358689,0,219,15.504,33.162,0.246,0.6841
4136,4136,36.55855449,-121.9358504,0,364,17.92,36.07,0.179,0.7702
4137,4137,36.5588249,-121.9358467,0,428,12.954,34.439,0.177,0.6319
4138,4138,36.5590953,-121.935843,0,346,20.313,33.37,0.11,0.7148
4139,4139,36.55936571,-121.9358393,0,114,19.755,34.409,0.203,0.7764
4140,4140,36.55963612,-121.9358355,0,183,14.396,33.654,0.157,0.6303
4141,4141,36.56044734,-121.9358244,99,0,16.296,34.439,0.177,0.3469
4142,4142,36.56071774,-121.9358207,226,0,14.598,34.609,0.12,0.2896
4143,4143,36.63886459,-121.9347468,331,0,14.622,34.016,0.148,0.2893
4144,4144,36.63913499,-121.934743,791,0,15.024,33.646,0.135,0.2813
4145,4145,36.63940539,-121.9347393,383,0,16.649,34.618,0.151,0.3452
4146,4146,36.52339859,-121.935997,0,578,14.558,35.701,0.17,0.6912
4147,4147,36.52366899,-121.9359933,0,277,9.057,35.691,0.169,0.5834
4148,4148,36.53745978,-121.9358044,0,195,13.754,33.781,0.239,0.662
4149,4149,36.53773018,-121.9358007,0,342,19.84,34.329,0.211,0.7801
4150,4150,36.53800059,-121.935797,0,708,12.371,35.407,0.201,0.6568
4151,4151,36.538271,-121.9357933,0,781,14.705,34.735,0.237,0.7034
4152,4152,36.53854141,-121.9357896,0,840,11.766,34.535,0.275,0.6602
